                 UTC_Time	                Date_Time	       H	      D	      Z	      F
2016-04-06 08:18:00 +0000	2016-04-06 13:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:18:00 +0000	2016-04-06 13:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:19:00 +0000	2016-04-06 13:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:19:00 +0000	2016-04-06 13:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:20:00 +0000	2016-04-06 13:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:20:00 +0000	2016-04-06 13:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:21:00 +0000	2016-04-06 13:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:21:00 +0000	2016-04-06 13:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:22:00 +0000	2016-04-06 13:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:22:00 +0000	2016-04-06 13:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:23:00 +0000	2016-04-06 13:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:23:00 +0000	2016-04-06 13:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:24:00 +0000	2016-04-06 13:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:24:00 +0000	2016-04-06 13:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:25:00 +0000	2016-04-06 13:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:25:00 +0000	2016-04-06 13:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:26:00 +0000	2016-04-06 13:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:26:00 +0000	2016-04-06 13:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:27:00 +0000	2016-04-06 13:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:27:00 +0000	2016-04-06 13:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:28:00 +0000	2016-04-06 13:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:28:00 +0000	2016-04-06 13:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:29:00 +0000	2016-04-06 13:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:29:00 +0000	2016-04-06 13:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:30:00 +0000	2016-04-06 14:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:30:00 +0000	2016-04-06 14:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:31:00 +0000	2016-04-06 14:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:31:00 +0000	2016-04-06 14:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:32:00 +0000	2016-04-06 14:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:32:00 +0000	2016-04-06 14:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:33:00 +0000	2016-04-06 14:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:33:00 +0000	2016-04-06 14:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:34:00 +0000	2016-04-06 14:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:34:00 +0000	2016-04-06 14:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:35:00 +0000	2016-04-06 14:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:35:00 +0000	2016-04-06 14:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:36:00 +0000	2016-04-06 14:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:36:00 +0000	2016-04-06 14:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:37:00 +0000	2016-04-06 14:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:37:00 +0000	2016-04-06 14:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:38:00 +0000	2016-04-06 14:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:38:00 +0000	2016-04-06 14:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:39:00 +0000	2016-04-06 14:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:39:00 +0000	2016-04-06 14:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:40:00 +0000	2016-04-06 14:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:40:00 +0000	2016-04-06 14:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:41:00 +0000	2016-04-06 14:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:41:00 +0000	2016-04-06 14:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:42:00 +0000	2016-04-06 14:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:42:00 +0000	2016-04-06 14:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:43:00 +0000	2016-04-06 14:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:43:00 +0000	2016-04-06 14:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:44:00 +0000	2016-04-06 14:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:44:00 +0000	2016-04-06 14:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:45:00 +0000	2016-04-06 14:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:45:00 +0000	2016-04-06 14:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:46:00 +0000	2016-04-06 14:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:46:00 +0000	2016-04-06 14:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:47:00 +0000	2016-04-06 14:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:47:00 +0000	2016-04-06 14:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:48:00 +0000	2016-04-06 14:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:48:00 +0000	2016-04-06 14:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:49:00 +0000	2016-04-06 14:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:49:00 +0000	2016-04-06 14:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:50:00 +0000	2016-04-06 14:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:50:00 +0000	2016-04-06 14:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:51:00 +0000	2016-04-06 14:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:51:00 +0000	2016-04-06 14:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:52:00 +0000	2016-04-06 14:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:52:00 +0000	2016-04-06 14:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:53:00 +0000	2016-04-06 14:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:53:00 +0000	2016-04-06 14:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:54:00 +0000	2016-04-06 14:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:54:00 +0000	2016-04-06 14:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:55:00 +0000	2016-04-06 14:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:55:00 +0000	2016-04-06 14:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:56:00 +0000	2016-04-06 14:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:56:00 +0000	2016-04-06 14:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:57:00 +0000	2016-04-06 14:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:57:00 +0000	2016-04-06 14:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:58:00 +0000	2016-04-06 14:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:58:00 +0000	2016-04-06 14:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:59:00 +0000	2016-04-06 14:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 08:59:00 +0000	2016-04-06 14:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:00:00 +0000	2016-04-06 14:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:00:00 +0000	2016-04-06 14:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:01:00 +0000	2016-04-06 14:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:01:00 +0000	2016-04-06 14:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:02:00 +0000	2016-04-06 14:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:02:00 +0000	2016-04-06 14:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:03:00 +0000	2016-04-06 14:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:03:00 +0000	2016-04-06 14:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:04:00 +0000	2016-04-06 14:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:04:00 +0000	2016-04-06 14:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:05:00 +0000	2016-04-06 14:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:05:00 +0000	2016-04-06 14:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:06:00 +0000	2016-04-06 14:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:06:00 +0000	2016-04-06 14:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:07:00 +0000	2016-04-06 14:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:07:00 +0000	2016-04-06 14:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:08:00 +0000	2016-04-06 14:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:08:00 +0000	2016-04-06 14:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:09:00 +0000	2016-04-06 14:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:09:00 +0000	2016-04-06 14:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:10:00 +0000	2016-04-06 14:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:10:00 +0000	2016-04-06 14:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:11:00 +0000	2016-04-06 14:41:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:11:00 +0000	2016-04-06 14:41:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:12:00 +0000	2016-04-06 14:42:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:12:00 +0000	2016-04-06 14:42:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:13:00 +0000	2016-04-06 14:43:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:13:00 +0000	2016-04-06 14:43:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:14:00 +0000	2016-04-06 14:44:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:14:00 +0000	2016-04-06 14:44:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:15:00 +0000	2016-04-06 14:45:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:15:00 +0000	2016-04-06 14:45:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:16:00 +0000	2016-04-06 14:46:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:16:00 +0000	2016-04-06 14:46:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:17:00 +0000	2016-04-06 14:47:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:17:00 +0000	2016-04-06 14:47:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:18:00 +0000	2016-04-06 14:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:18:00 +0000	2016-04-06 14:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:19:00 +0000	2016-04-06 14:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:19:00 +0000	2016-04-06 14:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:20:00 +0000	2016-04-06 14:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:20:00 +0000	2016-04-06 14:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:21:00 +0000	2016-04-06 14:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:21:00 +0000	2016-04-06 14:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:22:00 +0000	2016-04-06 14:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:22:00 +0000	2016-04-06 14:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:23:00 +0000	2016-04-06 14:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:23:00 +0000	2016-04-06 14:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:24:00 +0000	2016-04-06 14:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:24:00 +0000	2016-04-06 14:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:25:00 +0000	2016-04-06 14:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:25:00 +0000	2016-04-06 14:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:26:00 +0000	2016-04-06 14:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:26:00 +0000	2016-04-06 14:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:27:00 +0000	2016-04-06 14:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:27:00 +0000	2016-04-06 14:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:28:00 +0000	2016-04-06 14:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:28:00 +0000	2016-04-06 14:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:29:00 +0000	2016-04-06 14:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:29:00 +0000	2016-04-06 14:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:30:00 +0000	2016-04-06 15:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:30:00 +0000	2016-04-06 15:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:31:00 +0000	2016-04-06 15:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:31:00 +0000	2016-04-06 15:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:32:00 +0000	2016-04-06 15:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:32:00 +0000	2016-04-06 15:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:33:00 +0000	2016-04-06 15:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:33:00 +0000	2016-04-06 15:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:34:00 +0000	2016-04-06 15:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:34:00 +0000	2016-04-06 15:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:35:00 +0000	2016-04-06 15:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:35:00 +0000	2016-04-06 15:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:36:00 +0000	2016-04-06 15:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:36:00 +0000	2016-04-06 15:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:37:00 +0000	2016-04-06 15:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:37:00 +0000	2016-04-06 15:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:38:00 +0000	2016-04-06 15:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:38:00 +0000	2016-04-06 15:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:39:00 +0000	2016-04-06 15:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:39:00 +0000	2016-04-06 15:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:40:00 +0000	2016-04-06 15:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:41:00 +0000	2016-04-06 15:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:42:00 +0000	2016-04-06 15:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:43:00 +0000	2016-04-06 15:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:44:00 +0000	2016-04-06 15:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:44:00 +0000	2016-04-06 15:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:45:00 +0000	2016-04-06 15:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:45:00 +0000	2016-04-06 15:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:46:00 +0000	2016-04-06 15:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:46:00 +0000	2016-04-06 15:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:47:00 +0000	2016-04-06 15:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:47:00 +0000	2016-04-06 15:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:48:00 +0000	2016-04-06 15:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:48:00 +0000	2016-04-06 15:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:49:00 +0000	2016-04-06 15:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:49:00 +0000	2016-04-06 15:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:50:00 +0000	2016-04-06 15:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:50:00 +0000	2016-04-06 15:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:51:00 +0000	2016-04-06 15:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:51:00 +0000	2016-04-06 15:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:52:00 +0000	2016-04-06 15:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:52:00 +0000	2016-04-06 15:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:53:00 +0000	2016-04-06 15:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:53:00 +0000	2016-04-06 15:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:54:00 +0000	2016-04-06 15:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:54:00 +0000	2016-04-06 15:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:55:00 +0000	2016-04-06 15:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:55:00 +0000	2016-04-06 15:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:56:00 +0000	2016-04-06 15:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:56:00 +0000	2016-04-06 15:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:57:00 +0000	2016-04-06 15:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:57:00 +0000	2016-04-06 15:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:58:00 +0000	2016-04-06 15:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:58:00 +0000	2016-04-06 15:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:59:00 +0000	2016-04-06 15:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 09:59:00 +0000	2016-04-06 15:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:00:00 +0000	2016-04-06 15:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:00:00 +0000	2016-04-06 15:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:01:00 +0000	2016-04-06 15:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:01:00 +0000	2016-04-06 15:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:02:00 +0000	2016-04-06 15:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:02:00 +0000	2016-04-06 15:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:03:00 +0000	2016-04-06 15:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:03:00 +0000	2016-04-06 15:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:04:00 +0000	2016-04-06 15:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:04:00 +0000	2016-04-06 15:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:05:00 +0000	2016-04-06 15:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:05:00 +0000	2016-04-06 15:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:06:00 +0000	2016-04-06 15:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:06:00 +0000	2016-04-06 15:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:07:00 +0000	2016-04-06 15:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-06 10:07:00 +0000	2016-04-06 15:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:19:00 +0000	2016-04-19 13:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:20:00 +0000	2016-04-19 13:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:21:00 +0000	2016-04-19 13:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:22:00 +0000	2016-04-19 13:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:23:00 +0000	2016-04-19 13:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:24:00 +0000	2016-04-19 13:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:25:00 +0000	2016-04-19 13:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:26:00 +0000	2016-04-19 13:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:27:00 +0000	2016-04-19 13:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:28:00 +0000	2016-04-19 13:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:29:00 +0000	2016-04-19 13:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:30:00 +0000	2016-04-19 14:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:31:00 +0000	2016-04-19 14:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:32:00 +0000	2016-04-19 14:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:33:00 +0000	2016-04-19 14:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:34:00 +0000	2016-04-19 14:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:35:00 +0000	2016-04-19 14:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:36:00 +0000	2016-04-19 14:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:37:00 +0000	2016-04-19 14:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:38:00 +0000	2016-04-19 14:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:39:00 +0000	2016-04-19 14:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:40:00 +0000	2016-04-19 14:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:41:00 +0000	2016-04-19 14:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:42:00 +0000	2016-04-19 14:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:43:00 +0000	2016-04-19 14:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:44:00 +0000	2016-04-19 14:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:45:00 +0000	2016-04-19 14:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:46:00 +0000	2016-04-19 14:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:47:00 +0000	2016-04-19 14:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:48:00 +0000	2016-04-19 14:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:49:00 +0000	2016-04-19 14:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:50:00 +0000	2016-04-19 14:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:51:00 +0000	2016-04-19 14:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:52:00 +0000	2016-04-19 14:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:53:00 +0000	2016-04-19 14:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:54:00 +0000	2016-04-19 14:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:55:00 +0000	2016-04-19 14:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:56:00 +0000	2016-04-19 14:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:57:00 +0000	2016-04-19 14:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:58:00 +0000	2016-04-19 14:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 08:59:00 +0000	2016-04-19 14:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-04-19 09:00:00 +0000	2016-04-19 14:30:00 +0530	  1.00	  1.00	  1.00	  1.00
